age;marital;education;default;balance;housing;loan;contact;poutcome;class
44;married;tertiary;no;0;yes;yes;cellular;failure;no
30;divorced;secondary;no;3100;yes;no;cellular;failure;no
32;married;secondary;no;344;yes;no;cellular;failure;no
35;divorced;tertiary;no;146;no;no;cellular;success;no
32;married;tertiary;no;4654;yes;yes;cellular;failure;yes
34;single;secondary;no;296;no;no;cellular;failure;no
55;married;secondary;no;12159;yes;no;cellular;failure;no
38;single;tertiary;no;5122;yes;no;cellular;failure;no
34;single;tertiary;no;673;yes;yes;cellular;failure;no
37;married;primary;no;8135;yes;no;cellular;failure;no
30;married;tertiary;no;196;no;no;cellular;other;no
41;married;primary;no;2562;yes;no;cellular;failure;no
41;single;tertiary;no;195;no;no;cellular;failure;no
34;married;secondary;no;3119;yes;no;cellular;failure;no
35;single;tertiary;no;935;yes;no;cellular;failure;no
30;married;secondary;no;11391;yes;no;cellular;other;no
30;married;primary;no;5956;yes;yes;cellular;failure;no
34;married;secondary;no;3185;yes;no;cellular;failure;no
46;married;primary;no;2558;yes;no;telephone;other;no
31;single;secondary;no;481;yes;no;cellular;failure;no
39;married;secondary;no;660;yes;yes;cellular;failure;no
52;married;primary;yes;57;yes;yes;cellular;failure;no
42;married;secondary;no;3;yes;no;telephone;failure;no
40;single;secondary;no;572;no;no;cellular;failure;no
33;married;secondary;no;3071;yes;yes;cellular;failure;no
32;married;primary;no;187;no;no;cellular;failure;no
33;married;primary;no;5151;yes;yes;cellular;failure;no
32;married;primary;no;2085;yes;yes;cellular;failure;no
39;single;secondary;no;1104;no;no;cellular;success;no
39;divorced;secondary;no;892;yes;no;cellular;failure;no
45;married;tertiary;no;96;yes;no;cellular;failure;no
32;single;tertiary;no;574;yes;no;cellular;failure;no
50;married;secondary;no;0;yes;no;cellular;failure;no
33;married;tertiary;no;6843;no;no;cellular;other;yes
47;married;secondary;no;1465;yes;no;cellular;failure;no
30;married;secondary;no;586;yes;no;cellular;failure;no
32;married;secondary;no;0;yes;no;cellular;other;no
41;married;primary;no;7735;yes;no;cellular;failure;no
37;married;tertiary;no;264;yes;yes;cellular;failure;no
30;married;secondary;no;501;yes;yes;cellular;failure;yes
38;married;secondary;no;215;yes;no;cellular;failure;no
48;divorced;secondary;no;4906;yes;no;cellular;failure;no
31;single;secondary;no;900;yes;no;cellular;other;no
38;married;primary;no;433;no;no;cellular;failure;no
35;married;secondary;no;5304;yes;no;cellular;failure;no
34;divorced;secondary;no;797;yes;no;cellular;failure;no
31;married;secondary;no;450;no;yes;cellular;failure;no
39;single;secondary;no;519;yes;yes;cellular;failure;no
31;married;secondary;no;1539;yes;yes;cellular;failure;no
32;married;secondary;no;11512;yes;no;cellular;failure;no
52;married;tertiary;no;1115;yes;no;cellular;failure;no
31;single;secondary;no;5607;no;no;cellular;failure;no
30;married;primary;no;1015;yes;no;cellular;failure;no
50;married;secondary;no;1878;yes;yes;cellular;failure;no
41;single;secondary;no;98;no;yes;cellular;failure;no
46;married;tertiary;no;0;no;no;cellular;failure;yes
37;single;secondary;no;862;no;no;cellular;failure;no
39;divorced;primary;no;1317;yes;no;cellular;other;yes
46;divorced;secondary;no;3455;yes;no;cellular;failure;no
32;single;secondary;no;1249;yes;no;cellular;other;no
44;married;secondary;no;-230;yes;yes;cellular;failure;no
36;married;secondary;no;-872;yes;yes;cellular;failure;no
50;married;primary;no;2590;yes;no;telephone;failure;no
55;married;tertiary;no;10065;no;no;cellular;failure;no
32;single;secondary;no;3201;yes;no;cellular;failure;no
34;married;tertiary;no;273;yes;no;cellular;success;no
35;single;secondary;no;-476;yes;no;cellular;failure;no
44;married;secondary;no;-289;no;yes;cellular;other;no
53;married;secondary;no;21522;no;no;cellular;failure;no
55;divorced;secondary;no;166;no;no;cellular;failure;no
37;single;secondary;no;-272;no;yes;cellular;failure;no
33;married;tertiary;no;4465;yes;no;cellular;failure;no
43;married;secondary;no;699;yes;yes;cellular;other;yes
33;divorced;secondary;no;557;yes;no;cellular;failure;no
40;married;secondary;no;4441;yes;no;cellular;failure;no
53;married;secondary;no;3815;no;no;telephone;failure;no
47;married;primary;no;2;yes;yes;cellular;failure;no
33;married;secondary;no;2711;no;no;cellular;failure;no
38;divorced;primary;no;0;yes;no;cellular;failure;no
55;married;secondary;no;1102;yes;no;cellular;failure;no
57;single;secondary;no;2236;yes;no;telephone;failure;no
40;married;secondary;no;7711;yes;no;cellular;failure;no
34;married;tertiary;no;1545;yes;no;cellular;failure;no
32;single;tertiary;no;12686;yes;no;cellular;failure;no
38;married;tertiary;no;1110;yes;no;cellular;failure;yes
51;married;secondary;no;-153;no;no;cellular;failure;no
37;married;tertiary;no;836;yes;no;cellular;failure;no
44;married;secondary;no;7876;yes;no;cellular;failure;no
37;divorced;secondary;no;3068;yes;yes;cellular;other;yes
32;married;secondary;no;983;yes;no;cellular;failure;yes
43;married;secondary;no;5704;yes;no;cellular;failure;no
33;single;tertiary;no;3404;yes;no;cellular;failure;no
34;married;secondary;no;56;yes;no;cellular;failure;no
37;married;secondary;no;2424;no;no;cellular;other;no
51;married;tertiary;no;6659;yes;yes;cellular;failure;no
58;married;tertiary;no;5087;no;no;cellular;failure;no
35;married;secondary;no;725;yes;no;cellular;failure;no
59;married;secondary;no;0;no;no;cellular;other;no
31;single;tertiary;no;438;yes;no;cellular;failure;no
45;married;secondary;no;999;yes;no;cellular;failure;no
44;single;tertiary;no;18558;yes;no;cellular;other;no
35;divorced;primary;no;3888;no;no;cellular;failure;no
52;married;secondary;no;3923;yes;no;cellular;success;no
39;divorced;tertiary;no;155;yes;no;cellular;failure;no
38;married;secondary;no;789;yes;no;cellular;other;no
44;married;secondary;no;3060;yes;no;cellular;failure;no
40;divorced;tertiary;no;9541;no;no;cellular;failure;no
37;married;secondary;no;1016;yes;yes;cellular;failure;no
51;married;secondary;no;653;yes;no;cellular;other;no
38;married;primary;no;3289;no;no;cellular;failure;no
36;married;secondary;no;1954;yes;yes;cellular;failure;no
52;divorced;secondary;no;1527;no;yes;cellular;other;no
47;married;secondary;no;2428;yes;no;cellular;other;no
50;married;tertiary;no;3117;no;no;cellular;failure;no
49;married;tertiary;no;-471;yes;no;cellular;failure;no
31;married;secondary;no;3052;yes;yes;cellular;failure;no
39;married;secondary;no;31;yes;no;cellular;failure;no
37;divorced;secondary;no;33;yes;no;cellular;failure;no
41;married;tertiary;no;666;yes;no;cellular;failure;no
53;married;secondary;no;111;yes;no;cellular;failure;no
36;single;tertiary;no;3649;yes;no;cellular;failure;no
43;married;tertiary;no;5670;yes;no;cellular;failure;no
34;married;tertiary;no;1433;no;no;cellular;failure;no
43;married;secondary;no;3311;yes;no;telephone;other;no
45;divorced;tertiary;no;1273;yes;yes;cellular;failure;no
32;single;secondary;no;6982;yes;no;cellular;failure;no
35;married;secondary;no;911;yes;no;cellular;other;no
33;married;secondary;no;3514;yes;no;cellular;failure;no
32;single;secondary;no;2696;yes;no;cellular;failure;no
31;single;tertiary;no;1887;no;yes;cellular;failure;no
54;divorced;primary;no;10374;yes;no;cellular;other;no
47;married;secondary;no;3533;yes;no;cellular;failure;no
55;married;tertiary;no;3459;yes;yes;cellular;other;no
38;married;tertiary;no;-3;no;no;cellular;failure;no
35;married;secondary;no;142;yes;no;cellular;failure;no
39;single;tertiary;no;889;no;no;cellular;failure;no
44;divorced;tertiary;no;6285;yes;no;cellular;other;no
58;married;secondary;no;5618;yes;no;cellular;failure;no
56;divorced;primary;no;12;no;no;cellular;failure;no
40;married;secondary;no;5248;yes;yes;cellular;other;no
31;married;secondary;no;314;yes;no;cellular;failure;yes
35;married;tertiary;no;0;yes;no;cellular;failure;no
34;single;secondary;no;4436;yes;no;cellular;failure;no
43;single;tertiary;no;744;no;yes;cellular;failure;no
32;single;secondary;no;5252;yes;no;cellular;failure;no
53;married;secondary;no;3398;no;yes;telephone;other;no
51;married;secondary;no;4178;yes;no;cellular;failure;no
56;married;secondary;no;4763;yes;no;telephone;failure;no
42;divorced;secondary;yes;723;no;no;cellular;other;no
36;divorced;primary;no;3202;yes;no;cellular;failure;no
41;single;secondary;no;769;no;yes;cellular;other;no
37;divorced;secondary;no;1559;yes;no;cellular;other;no
44;married;tertiary;no;4580;yes;no;cellular;success;no
46;married;primary;no;676;yes;no;cellular;failure;no
53;married;tertiary;no;3366;no;no;telephone;failure;no
57;single;secondary;no;3499;yes;no;cellular;failure;no
37;single;tertiary;no;1093;yes;no;cellular;other;no
30;married;secondary;no;111;no;yes;cellular;failure;no
42;married;tertiary;no;4014;yes;no;cellular;other;no
55;married;secondary;no;6958;yes;yes;cellular;failure;no
38;single;secondary;no;5133;yes;no;cellular;other;no
53;single;secondary;no;5558;yes;no;cellular;failure;no
44;single;secondary;no;5045;yes;no;cellular;other;no
35;single;secondary;no;356;yes;no;cellular;failure;no
45;married;tertiary;no;460;no;no;cellular;failure;no
31;single;tertiary;no;5691;yes;no;cellular;failure;no
40;married;secondary;no;87;yes;yes;cellular;failure;no
37;married;secondary;no;680;yes;yes;cellular;other;no
50;divorced;tertiary;no;2564;yes;no;cellular;failure;no
37;single;secondary;no;1560;yes;no;cellular;failure;no
50;married;primary;no;12519;yes;no;cellular;failure;yes
36;married;tertiary;no;62;no;no;cellular;failure;no
47;married;tertiary;yes;-813;yes;yes;cellular;failure;no
39;married;secondary;no;5222;yes;no;cellular;failure;no
31;single;tertiary;no;3967;yes;no;cellular;failure;no
31;single;secondary;no;1447;yes;no;cellular;other;no
45;divorced;tertiary;no;2096;no;no;cellular;failure;no
31;single;tertiary;yes;-405;yes;yes;cellular;success;no
47;married;secondary;no;0;no;no;cellular;failure;yes
30;single;primary;no;1395;yes;no;cellular;other;no
42;married;secondary;no;2812;yes;no;cellular;failure;no
46;married;secondary;no;22;yes;no;cellular;failure;no
53;married;tertiary;no;1945;no;no;cellular;failure;no
32;married;primary;no;1261;yes;no;cellular;failure;no
31;married;primary;no;2198;no;no;cellular;failure;no
33;single;secondary;no;2481;no;no;cellular;failure;no
40;married;secondary;no;10406;no;no;cellular;other;no
33;married;secondary;no;255;yes;yes;cellular;failure;no
59;married;tertiary;no;7049;no;no;cellular;failure;yes
35;single;primary;no;2040;no;no;cellular;failure;no
37;divorced;secondary;no;1040;yes;no;cellular;other;no
30;divorced;tertiary;no;1718;yes;no;cellular;failure;no
49;married;tertiary;no;1105;yes;no;cellular;other;no
52;married;secondary;no;1752;no;yes;telephone;failure;no
40;married;tertiary;no;2644;yes;no;cellular;failure;no
31;married;tertiary;no;5;yes;yes;cellular;failure;yes
32;divorced;secondary;no;5267;yes;no;cellular;failure;no
30;married;secondary;no;239;yes;no;cellular;failure;no
30;married;tertiary;no;1942;yes;yes;cellular;other;yes
43;married;tertiary;no;78;yes;no;cellular;other;no
45;married;secondary;no;243;no;no;cellular;other;no
44;married;secondary;no;701;no;yes;cellular;failure;no
47;married;tertiary;no;2518;yes;yes;cellular;other;no
31;single;secondary;no;159;yes;no;cellular;failure;no
38;divorced;secondary;no;814;yes;no;cellular;other;no
34;single;tertiary;no;966;yes;no;cellular;failure;no
41;married;secondary;no;636;yes;no;cellular;other;no
48;married;secondary;no;4265;yes;no;cellular;failure;no
32;single;tertiary;no;3050;yes;no;cellular;failure;no
49;married;secondary;no;13818;no;no;cellular;failure;no
34;single;tertiary;no;3679;yes;no;cellular;failure;no
31;married;secondary;no;8629;yes;no;cellular;failure;yes
34;divorced;secondary;no;124;yes;no;cellular;other;no
53;married;secondary;no;1777;yes;no;cellular;failure;yes
35;married;secondary;no;15474;no;no;cellular;other;no
45;married;secondary;no;857;yes;no;cellular;other;no
34;married;secondary;no;-508;yes;no;cellular;failure;no
37;married;secondary;no;0;yes;no;cellular;other;no
47;married;secondary;no;2944;no;no;cellular;failure;no
52;divorced;secondary;no;2455;no;no;telephone;failure;no
48;married;primary;no;1375;yes;yes;cellular;failure;no
40;single;secondary;no;19343;yes;no;cellular;failure;no
45;divorced;secondary;no;1738;no;no;cellular;failure;no
54;married;secondary;no;230;no;yes;cellular;failure;no
30;married;secondary;no;274;yes;yes;cellular;failure;no
38;married;tertiary;no;1514;no;yes;cellular;failure;no
31;married;secondary;no;457;yes;no;cellular;failure;no
40;married;secondary;no;372;yes;no;cellular;failure;no
31;married;tertiary;no;4148;yes;no;cellular;other;yes
37;married;tertiary;no;489;yes;no;cellular;failure;no
33;married;primary;no;2456;yes;no;cellular;failure;no
54;married;primary;no;836;yes;no;telephone;other;no
45;married;tertiary;no;2220;yes;no;cellular;failure;no
40;married;secondary;no;-605;yes;yes;cellular;failure;no
53;married;secondary;no;1027;no;no;cellular;failure;no
35;married;secondary;no;80;yes;yes;cellular;failure;no
41;married;tertiary;no;832;yes;yes;cellular;failure;no
32;single;tertiary;no;616;yes;no;cellular;other;no
50;married;secondary;no;2497;yes;no;cellular;failure;no
31;married;secondary;no;3653;yes;yes;cellular;failure;no
35;single;tertiary;no;1129;yes;no;cellular;failure;no
33;divorced;secondary;no;86;no;yes;cellular;failure;no
31;single;tertiary;no;1166;yes;no;cellular;failure;no
47;married;secondary;no;834;no;yes;cellular;other;yes
34;married;secondary;no;5553;yes;no;cellular;failure;no
49;divorced;secondary;no;771;yes;no;cellular;failure;no
47;married;primary;no;333;yes;no;cellular;failure;no
37;married;secondary;no;2066;yes;yes;cellular;failure;no
40;married;secondary;no;752;no;yes;cellular;failure;no
40;married;secondary;no;9374;yes;no;cellular;failure;no
35;married;tertiary;no;0;yes;no;cellular;other;no
51;single;tertiary;no;11222;yes;no;cellular;failure;no
36;single;secondary;no;0;yes;yes;cellular;failure;no
39;married;tertiary;yes;47;no;no;cellular;failure;no
30;married;tertiary;no;6432;yes;no;cellular;other;no
48;married;secondary;no;2697;yes;yes;cellular;failure;no
38;divorced;tertiary;no;554;no;no;cellular;failure;no
36;divorced;tertiary;no;210;yes;no;telephone;failure;no
39;single;tertiary;no;26;yes;yes;cellular;failure;no
33;single;secondary;no;920;yes;no;cellular;failure;no
39;married;primary;no;1601;yes;no;cellular;failure;no
30;married;secondary;no;-559;yes;yes;cellular;failure;no
43;married;secondary;no;-150;no;yes;cellular;failure;no
43;divorced;tertiary;no;1440;yes;yes;cellular;failure;no
38;married;secondary;no;505;yes;yes;cellular;failure;no
57;married;secondary;no;2658;yes;no;cellular;failure;no
33;single;secondary;no;3269;no;yes;cellular;failure;no
33;divorced;secondary;no;335;yes;no;cellular;failure;no
32;married;secondary;no;253;yes;no;cellular;failure;no
47;married;secondary;no;1059;yes;no;cellular;failure;no
32;married;tertiary;no;2737;yes;yes;cellular;failure;no
31;single;tertiary;no;6542;yes;no;cellular;other;no
58;divorced;tertiary;no;26254;yes;no;cellular;failure;no
33;single;tertiary;no;437;yes;no;cellular;other;no
40;married;primary;no;-616;yes;no;cellular;failure;no
39;single;secondary;no;158;yes;no;cellular;failure;no
38;married;secondary;no;1;yes;no;cellular;success;no
38;married;secondary;no;5293;yes;no;cellular;other;no
40;married;secondary;no;9047;yes;no;cellular;other;no
36;married;secondary;no;1497;no;yes;cellular;other;no
52;married;tertiary;no;2428;yes;no;cellular;failure;no
34;divorced;secondary;no;7;yes;yes;cellular;failure;no
54;married;primary;no;235;no;yes;cellular;failure;no
39;married;secondary;no;2319;no;no;cellular;failure;no
43;single;tertiary;no;146;no;no;cellular;other;no
41;married;secondary;no;6687;yes;no;cellular;failure;no
55;divorced;primary;no;2227;yes;no;telephone;failure;no
32;married;secondary;no;1076;no;no;cellular;failure;no
40;married;tertiary;no;271;yes;no;cellular;failure;no
45;single;secondary;no;946;yes;no;cellular;failure;no
37;single;tertiary;no;65;no;no;cellular;failure;no
41;single;secondary;no;748;no;no;telephone;other;no
32;married;tertiary;no;118;no;no;cellular;failure;no
53;married;secondary;no;3036;yes;no;cellular;other;no
52;married;tertiary;no;1065;yes;yes;cellular;failure;no
57;married;tertiary;no;3431;yes;no;cellular;failure;no
40;married;secondary;no;4025;yes;no;cellular;failure;no
32;divorced;tertiary;no;874;no;no;cellular;success;no
31;married;secondary;no;111;no;no;cellular;failure;yes
41;married;secondary;no;1539;yes;no;cellular;failure;no
31;single;secondary;no;144;yes;no;cellular;failure;no
59;married;secondary;no;10054;no;no;cellular;failure;no
55;divorced;secondary;no;1580;no;yes;cellular;success;no
40;married;secondary;no;0;yes;no;cellular;failure;no
30;single;tertiary;no;9634;no;no;cellular;failure;no
